Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Mora;104580;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1947-04-01 00:00:00;1975-04-30 23:59:59;170.0;61.0025;14.5874
1975-11-01 00:00:00;1977-03-09 23:59:59;190.0;61.0025;14.5874
1977-03-01 00:00:00;1980-04-30 23:59:59;175.0;61.0025;14.5874
1980-10-01 00:00:00;1983-04-30 23:59:59;190.0;61.0025;14.5874
1984-02-01 00:00:00;1994-11-30 23:59:59;175.0;61.0025;14.5874

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1947-04-21;06:00:00;0.00;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1947-04-22;06:00:00;0.00;Y;;Tidsperiod (fr.o.m.) = 1947-04-01 00:00:00 (UTC)
1947-04-23;06:00:00;0.00;Y;;Tidsperiod (t.o.m.) = 1994-11-30 23:59:59 (UTC)
1947-04-24;06:00:00;0.00;Y;;Samplingstid = Ej angivet
1947-04-25;06:00:00;0.00;Y;;
1947-04-26;06:00:00;0.00;Y;;Kvalitetskoderna:
1947-04-27;06:00:00;0.00;Y;;Grön (G) = Kontrollerade och godkända värden.
1947-04-28;06:00:00;0.00;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1947-04-29;06:00:00;0.00;Y;;
1947-04-30;06:00:00;0.00;Y;;Nätinformation:
1947-05-01;06:00:00;0.00;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1947-05-02;06:00:00;0.00;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1947-05-03;06:00:00;0.00;Y;;
1947-05-04;06:00:00;0.00;Y;;Möjliga orsaker till saknade data:
1947-05-05;06:00:00;0.00;Y;;– stationen eller givaren har varit ur funktion.
1947-05-06;06:00:00;0.00;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1947-05-07;06:00:00;0.00;Y
1947-05-08;06:00:00;0.00;Y
1947-05-09;06:00:00;0.00;Y
1947-05-10;06:00:00;0.00;Y
1947-05-11;06:00:00;0.00;Y
1947-05-12;06:00:00;0.00;Y
1947-05-13;06:00:00;0.00;Y
1947-05-14;06:00:00;0.00;Y
1947-05-15;06:00:00;0.00;Y
1947-05-16;06:00:00;0.00;Y
1947-05-17;06:00:00;0.00;Y
1947-05-18;06:00:00;0.00;Y
1947-05-19;06:00:00;0.00;Y
1947-05-20;06:00:00;0.00;Y
1947-05-21;06:00:00;0.00;Y
1947-05-22;06:00:00;0.00;Y
1947-05-23;06:00:00;0.00;Y
1947-05-24;06:00:00;0.00;Y
1947-05-25;06:00:00;0.00;Y
1947-05-26;06:00:00;0.00;Y
1947-05-27;06:00:00;0.00;Y
1947-05-28;06:00:00;0.00;Y
1947-05-29;06:00:00;0.00;Y
1947-05-30;06:00:00;0.00;Y
1947-05-31;06:00:00;0.00;Y
1947-06-01;06:00:00;0.00;Y
1947-06-02;06:00:00;0.00;Y
1947-06-03;06:00:00;0.00;Y
1947-06-04;06:00:00;0.00;Y
1947-06-05;06:00:00;0.00;Y
1947-06-06;06:00:00;0.00;Y
1947-06-07;06:00:00;0.00;Y
1947-06-08;06:00:00;0.00;Y
1947-06-09;06:00:00;0.00;Y
1947-06-10;06:00:00;0.00;Y
1947-06-11;06:00:00;0.00;Y
1947-06-12;06:00:00;0.00;Y
1947-06-13;06:00:00;0.00;Y
1947-06-14;06:00:00;0.00;Y
1947-06-15;06:00:00;0.00;Y
1947-06-16;06:00:00;0.00;Y
1947-06-17;06:00:00;0.00;Y
1947-06-18;06:00:00;0.00;Y
1947-06-19;06:00:00;0.00;Y
1947-06-20;06:00:00;0.00;Y
1947-06-21;06:00:00;0.00;Y
1947-06-22;06:00:00;0.00;Y
1947-06-23;06:00:00;0.00;Y
1947-06-24;06:00:00;0.00;Y
1947-06-25;06:00:00;0.00;Y
1947-06-26;06:00:00;0.00;Y
1947-06-27;06:00:00;0.00;Y
1947-06-28;06:00:00;0.00;Y
1947-06-29;06:00:00;0.00;Y
1947-06-30;06:00:00;0.00;Y
1947-07-01;06:00:00;0.00;Y
1947-07-02;06:00:00;0.00;Y
1947-07-03;06:00:00;0.00;Y
1947-07-04;06:00:00;0.00;Y
1947-07-05;06:00:00;0.00;Y
1947-07-06;06:00:00;0.00;Y
1947-07-07;06:00:00;0.00;Y
1947-07-08;06:00:00;0.00;Y
1947-07-09;06:00:00;0.00;Y
1947-07-10;06:00:00;0.00;Y
1947-07-11;06:00:00;0.00;Y
1947-07-12;06:00:00;0.00;Y
1947-07-13;06:00:00;0.00;Y
1947-07-14;06:00:00;0.00;Y
1947-07-15;06:00:00;0.00;Y
1947-07-16;06:00:00;0.00;Y
1947-07-17;06:00:00;0.00;Y
1947-07-18;06:00:00;0.00;Y
1947-07-19;06:00:00;0.00;Y
1947-07-20;06:00:00;0.00;Y
1947-07-21;06:00:00;0.00;Y
1947-07-22;06:00:00;0.00;Y
1947-07-23;06:00:00;0.00;Y
1947-07-24;06:00:00;0.00;Y
1947-07-25;06:00:00;0.00;Y
1947-07-26;06:00:00;0.00;Y
1947-07-27;06:00:00;0.00;Y
1947-07-28;06:00:00;0.00;Y
1947-07-29;06:00:00;0.00;Y
1947-07-30;06:00:00;0.00;Y
1947-07-31;06:00:00;0.00;Y
1947-08-01;06:00:00;0.00;Y
1947-08-02;06:00:00;0.00;Y
1947-08-03;06:00:00;0.00;Y
1947-08-04;06:00:00;0.00;Y
1947-08-05;06:00:00;0.00;Y
1947-08-06;06:00:00;0.00;Y
1947-08-07;06:00:00;0.00;Y
1947-08-08;06:00:00;0.00;Y
1947-08-09;06:00:00;0.00;Y
1947-08-10;06:00:00;0.00;Y
1947-08-11;06:00:00;0.00;Y
1947-08-12;06:00:00;0.00;Y
1947-08-13;06:00:00;0.00;Y
1947-08-14;06:00:00;0.00;Y
1947-08-15;06:00:00;0.00;Y
1947-08-16;06:00:00;0.00;Y
1947-08-17;06:00:00;0.00;Y
1947-08-18;06:00:00;0.00;Y
1947-08-19;06:00:00;0.00;Y
1947-08-20;06:00:00;0.00;Y
1947-08-21;06:00:00;0.00;Y
1947-08-22;06:00:00;0.00;Y
1947-08-23;06:00:00;0.00;Y
1947-08-24;06:00:00;0.00;Y
1947-08-25;06:00:00;0.00;Y
1947-08-26;06:00:00;0.00;Y
1947-08-27;06:00:00;0.00;Y
1947-08-28;06:00:00;0.00;Y
1947-08-29;06:00:00;0.00;Y
1947-08-30;06:00:00;0.00;Y
1947-08-31;06:00:00;0.00;Y
1947-09-01;06:00:00;0.00;Y
1947-09-02;06:00:00;0.00;Y
1947-09-03;06:00:00;0.00;Y
1947-09-04;06:00:00;0.00;Y
1947-09-05;06:00:00;0.00;Y
